"Step","loss","clear-voice-1 - 5_total/train_gop_loss__MIN","clear-voice-1 - 5_total/train_gop_loss__MAX"
"604","0.14929217100143433","0.14929217100143433","0.14929217100143433"
"611","0.1433405578136444","0.1433405578136444","0.1433405578136444"
"612","0.1345849484205246","0.1345849484205246","0.1345849484205246"
"613","0.11262581497430801","0.11262581497430801","0.11262581497430801"
"614","0.1317581683397293","0.1317581683397293","0.1317581683397293"
"615","0.15533733367919922","0.15533733367919922","0.15533733367919922"
"622","0.16755737364292145","0.16755737364292145","0.16755737364292145"
"623","0.1469079554080963","0.1469079554080963","0.1469079554080963"
"624","0.14567629992961884","0.14567629992961884","0.14567629992961884"
"625","0.1542607545852661","0.1542607545852661","0.1542607545852661"
"626","0.18224188685417175","0.18224188685417175","0.18224188685417175"
"633","0.16165633499622345","0.16165633499622345","0.16165633499622345"
"634","0.13408732414245605","0.13408732414245605","0.13408732414245605"
"635","0.22225740551948547","0.22225740551948547","0.22225740551948547"
"636","0.13725116848945618","0.13725116848945618","0.13725116848945618"
"637","0.13087055087089539","0.13087055087089539","0.13087055087089539"
"644","0.15002743899822235","0.15002743899822235","0.15002743899822235"
"645","0.17534121870994568","0.17534121870994568","0.17534121870994568"
"646","0.10882321745157242","0.10882321745157242","0.10882321745157242"
"647","0.12240315228700638","0.12240315228700638","0.12240315228700638"
"648","0.12986262142658234","0.12986262142658234","0.12986262142658234"
"655","0.11777105927467346","0.11777105927467346","0.11777105927467346"
"656","0.1025814563035965","0.1025814563035965","0.1025814563035965"
"657","0.13728433847427368","0.13728433847427368","0.13728433847427368"
"658","0.15433917939662933","0.15433917939662933","0.15433917939662933"
"659","0.13902483880519867","0.13902483880519867","0.13902483880519867"
"666","0.12985260784626007","0.12985260784626007","0.12985260784626007"
"667","0.1544772833585739","0.1544772833585739","0.1544772833585739"
"668","0.14587907493114471","0.14587907493114471","0.14587907493114471"
"669","0.13489077985286713","0.13489077985286713","0.13489077985286713"
"670","0.14035378396511078","0.14035378396511078","0.14035378396511078"
"677","0.11214880645275116","0.11214880645275116","0.11214880645275116"
"678","0.14384940266609192","0.14384940266609192","0.14384940266609192"
"679","0.1332872360944748","0.1332872360944748","0.1332872360944748"
"680","0.11523711681365967","0.11523711681365967","0.11523711681365967"
"681","0.16469800472259521","0.16469800472259521","0.16469800472259521"
"688","0.17622274160385132","0.17622274160385132","0.17622274160385132"
"689","0.13805000483989716","0.13805000483989716","0.13805000483989716"
"690","0.18702763319015503","0.18702763319015503","0.18702763319015503"
"691","0.11809168756008148","0.11809168756008148","0.11809168756008148"
"692","0.11381405591964722","0.11381405591964722","0.11381405591964722"
"699","0.13923338055610657","0.13923338055610657","0.13923338055610657"
"700","0.11200043559074402","0.11200043559074402","0.11200043559074402"
"701","0.1477569341659546","0.1477569341659546","0.1477569341659546"
"702","0.12274427711963654","0.12274427711963654","0.12274427711963654"
"703","0.1683998852968216","0.1683998852968216","0.1683998852968216"
"710","0.13468392193317413","0.13468392193317413","0.13468392193317413"
"711","0.12262497842311859","0.12262497842311859","0.12262497842311859"
"712","0.15717093646526337","0.15717093646526337","0.15717093646526337"
"713","0.16798216104507446","0.16798216104507446","0.16798216104507446"
"714","0.13997937738895416","0.13997937738895416","0.13997937738895416"
"721","0.1203736811876297","0.1203736811876297","0.1203736811876297"
"722","0.08825657516717911","0.08825657516717911","0.08825657516717911"
"723","0.11563964933156967","0.11563964933156967","0.11563964933156967"
"724","0.12132842093706131","0.12132842093706131","0.12132842093706131"
"725","0.1576760709285736","0.1576760709285736","0.1576760709285736"
"732","0.10884831100702286","0.10884831100702286","0.10884831100702286"
"733","0.13717257976531982","0.13717257976531982","0.13717257976531982"
"734","0.14701096713542938","0.14701096713542938","0.14701096713542938"
"735","0.13582772016525269","0.13582772016525269","0.13582772016525269"
"736","0.13942353427410126","0.13942353427410126","0.13942353427410126"
"743","0.12393089383840561","0.12393089383840561","0.12393089383840561"
"744","0.12081081420183182","0.12081081420183182","0.12081081420183182"
"745","0.13299758732318878","0.13299758732318878","0.13299758732318878"
"746","0.12109238654375076","0.12109238654375076","0.12109238654375076"
"747","0.10739720612764359","0.10739720612764359","0.10739720612764359"
"754","0.15497110784053802","0.15497110784053802","0.15497110784053802"
"755","0.17131319642066956","0.17131319642066956","0.17131319642066956"
"756","0.1471060961484909","0.1471060961484909","0.1471060961484909"
"757","0.1166611984372139","0.1166611984372139","0.1166611984372139"
"758","0.11580099910497665","0.11580099910497665","0.11580099910497665"
"765","0.10093475878238678","0.10093475878238678","0.10093475878238678"
"766","0.11605948954820633","0.11605948954820633","0.11605948954820633"
"767","0.1725430190563202","0.1725430190563202","0.1725430190563202"
"768","0.13673174381256104","0.13673174381256104","0.13673174381256104"
"769","0.1353708952665329","0.1353708952665329","0.1353708952665329"
"776","0.1316390037536621","0.1316390037536621","0.1316390037536621"
"777","0.15851914882659912","0.15851914882659912","0.15851914882659912"
"778","0.1154756098985672","0.1154756098985672","0.1154756098985672"
"779","0.11671281605958939","0.11671281605958939","0.11671281605958939"
"780","0.09108572453260422","0.09108572453260422","0.09108572453260422"
"787","0.12307089567184448","0.12307089567184448","0.12307089567184448"
"788","0.1182931661605835","0.1182931661605835","0.1182931661605835"
"789","0.11618635803461075","0.11618635803461075","0.11618635803461075"
"790","0.1322639286518097","0.1322639286518097","0.1322639286518097"
"791","0.11439231783151627","0.11439231783151627","0.11439231783151627"
"798","0.11418174207210541","0.11418174207210541","0.11418174207210541"
"799","0.11488647013902664","0.11488647013902664","0.11488647013902664"
"800","0.1476263701915741","0.1476263701915741","0.1476263701915741"
"801","0.12007655948400497","0.12007655948400497","0.12007655948400497"
"802","0.12306876480579376","0.12306876480579376","0.12306876480579376"
"809","0.09888903796672821","0.09888903796672821","0.09888903796672821"
"810","0.12316323816776276","0.12316323816776276","0.12316323816776276"
"811","0.13557015359401703","0.13557015359401703","0.13557015359401703"
"812","0.13031330704689026","0.13031330704689026","0.13031330704689026"
"813","0.16891025006771088","0.16891025006771088","0.16891025006771088"
"820","0.14908501505851746","0.14908501505851746","0.14908501505851746"
"821","0.09915851056575775","0.09915851056575775","0.09915851056575775"
"822","0.09244267642498016","0.09244267642498016","0.09244267642498016"
"823","0.10302162915468216","0.10302162915468216","0.10302162915468216"
"824","0.14339396357536316","0.14339396357536316","0.14339396357536316"
"831","0.09507802128791809","0.09507802128791809","0.09507802128791809"
"832","0.14176717400550842","0.14176717400550842","0.14176717400550842"
"833","0.13999488949775696","0.13999488949775696","0.13999488949775696"
"834","0.10596175491809845","0.10596175491809845","0.10596175491809845"
"835","0.10494749248027802","0.10494749248027802","0.10494749248027802"
"842","0.13612718880176544","0.13612718880176544","0.13612718880176544"
"843","0.10282241553068161","0.10282241553068161","0.10282241553068161"
"844","0.1279301941394806","0.1279301941394806","0.1279301941394806"
"845","0.11331894248723984","0.11331894248723984","0.11331894248723984"
"846","0.16159887611865997","0.16159887611865997","0.16159887611865997"
"853","0.15276706218719482","0.15276706218719482","0.15276706218719482"
"854","0.1006457731127739","0.1006457731127739","0.1006457731127739"
"855","0.10845065861940384","0.10845065861940384","0.10845065861940384"
"856","0.10398567467927933","0.10398567467927933","0.10398567467927933"
"857","0.13138704001903534","0.13138704001903534","0.13138704001903534"
"864","0.09749025851488113","0.09749025851488113","0.09749025851488113"
"865","0.11810435354709625","0.11810435354709625","0.11810435354709625"
"866","0.1474771499633789","0.1474771499633789","0.1474771499633789"
"867","0.155253604054451","0.155253604054451","0.155253604054451"
"868","0.11149340867996216","0.11149340867996216","0.11149340867996216"
"875","0.11495900899171829","0.11495900899171829","0.11495900899171829"
"876","0.10952113568782806","0.10952113568782806","0.10952113568782806"
"877","0.11804176867008209","0.11804176867008209","0.11804176867008209"
"878","0.09236136823892593","0.09236136823892593","0.09236136823892593"
"879","0.10502039641141891","0.10502039641141891","0.10502039641141891"
"886","0.12693998217582703","0.12693998217582703","0.12693998217582703"
"887","0.13986949622631073","0.13986949622631073","0.13986949622631073"
"888","0.13616469502449036","0.13616469502449036","0.13616469502449036"
"889","0.10660627484321594","0.10660627484321594","0.10660627484321594"
"890","0.1550873965024948","0.1550873965024948","0.1550873965024948"
"897","0.11139482259750366","0.11139482259750366","0.11139482259750366"
"898","0.1415642350912094","0.1415642350912094","0.1415642350912094"
"899","0.09965678304433823","0.09965678304433823","0.09965678304433823"
"900","0.14306804537773132","0.14306804537773132","0.14306804537773132"
"901","0.11113389581441879","0.11113389581441879","0.11113389581441879"
"908","0.10330446809530258","0.10330446809530258","0.10330446809530258"
"909","0.102837935090065","0.102837935090065","0.102837935090065"
"910","0.13057710230350494","0.13057710230350494","0.13057710230350494"
"911","0.10590412467718124","0.10590412467718124","0.10590412467718124"
"912","0.11254054307937622","0.11254054307937622","0.11254054307937622"
"919","0.09297968447208405","0.09297968447208405","0.09297968447208405"
"920","0.13226120173931122","0.13226120173931122","0.13226120173931122"
"921","0.11016447842121124","0.11016447842121124","0.11016447842121124"
"922","0.10800114274024963","0.10800114274024963","0.10800114274024963"
"923","0.13519328832626343","0.13519328832626343","0.13519328832626343"
"930","0.11480141431093216","0.11480141431093216","0.11480141431093216"
"931","0.13876983523368835","0.13876983523368835","0.13876983523368835"
"932","0.12336163222789764","0.12336163222789764","0.12336163222789764"
"933","0.18041159212589264","0.18041159212589264","0.18041159212589264"
"934","0.12332720309495926","0.12332720309495926","0.12332720309495926"
"941","0.09829197824001312","0.09829197824001312","0.09829197824001312"
"942","0.11426051706075668","0.11426051706075668","0.11426051706075668"
"943","0.12358617782592773","0.12358617782592773","0.12358617782592773"
"944","0.1136430874466896","0.1136430874466896","0.1136430874466896"
"945","0.12578384578227997","0.12578384578227997","0.12578384578227997"
"952","0.15985877811908722","0.15985877811908722","0.15985877811908722"
"953","0.1271095722913742","0.1271095722913742","0.1271095722913742"
"954","0.1339150369167328","0.1339150369167328","0.1339150369167328"
"955","0.12862065434455872","0.12862065434455872","0.12862065434455872"
"956","0.1499485969543457","0.1499485969543457","0.1499485969543457"
"963","0.09373808652162552","0.09373808652162552","0.09373808652162552"
"964","0.16766634583473206","0.16766634583473206","0.16766634583473206"
"965","0.13364073634147644","0.13364073634147644","0.13364073634147644"
"966","0.09210649877786636","0.09210649877786636","0.09210649877786636"
"967","0.08827438950538635","0.08827438950538635","0.08827438950538635"
"974","0.11845819652080536","0.11845819652080536","0.11845819652080536"
"975","0.12510131299495697","0.12510131299495697","0.12510131299495697"
"976","0.14944466948509216","0.14944466948509216","0.14944466948509216"
"977","0.13847458362579346","0.13847458362579346","0.13847458362579346"
"978","0.14096598327159882","0.14096598327159882","0.14096598327159882"
"985","0.08947085589170456","0.08947085589170456","0.08947085589170456"
"986","0.1118558868765831","0.1118558868765831","0.1118558868765831"
"987","0.09951180964708328","0.09951180964708328","0.09951180964708328"
"988","0.12228665500879288","0.12228665500879288","0.12228665500879288"
"989","0.11181581765413284","0.11181581765413284","0.11181581765413284"
"996","0.14333002269268036","0.14333002269268036","0.14333002269268036"
"997","0.1218591183423996","0.1218591183423996","0.1218591183423996"
"998","0.11698427051305771","0.11698427051305771","0.11698427051305771"
"999","0.09685070067644119","0.09685070067644119","0.09685070067644119"
"1000","0.11975948512554169","0.11975948512554169","0.11975948512554169"
"1007","0.14582288265228271","0.14582288265228271","0.14582288265228271"
"1008","0.1370975226163864","0.1370975226163864","0.1370975226163864"
"1009","0.11016358435153961","0.11016358435153961","0.11016358435153961"
"1010","0.10106030851602554","0.10106030851602554","0.10106030851602554"
"1011","0.10080795735120773","0.10080795735120773","0.10080795735120773"
"1018","0.10968282073736191","0.10968282073736191","0.10968282073736191"
"1019","0.1500854194164276","0.1500854194164276","0.1500854194164276"
"1020","0.08706264197826385","0.08706264197826385","0.08706264197826385"
"1021","0.13457253575325012","0.13457253575325012","0.13457253575325012"
"1022","0.10052584111690521","0.10052584111690521","0.10052584111690521"
"1029","0.11173465847969055","0.11173465847969055","0.11173465847969055"
"1030","0.10390954464673996","0.10390954464673996","0.10390954464673996"
"1031","0.08065496385097504","0.08065496385097504","0.08065496385097504"
"1032","0.12301093339920044","0.12301093339920044","0.12301093339920044"
"1033","0.11496814340353012","0.11496814340353012","0.11496814340353012"
"1040","0.10264982283115387","0.10264982283115387","0.10264982283115387"
"1041","0.1379939168691635","0.1379939168691635","0.1379939168691635"
"1042","0.09742268919944763","0.09742268919944763","0.09742268919944763"
"1043","0.10897209495306015","0.10897209495306015","0.10897209495306015"
"1044","0.12713971734046936","0.12713971734046936","0.12713971734046936"
"1051","0.09464941173791885","0.09464941173791885","0.09464941173791885"
"1052","0.11385340988636017","0.11385340988636017","0.11385340988636017"
"1053","0.0936778262257576","0.0936778262257576","0.0936778262257576"
"1054","0.09261961281299591","0.09261961281299591","0.09261961281299591"
"1055","0.08369462192058563","0.08369462192058563","0.08369462192058563"
"1062","0.10247837752103806","0.10247837752103806","0.10247837752103806"
"1063","0.11057934165000916","0.11057934165000916","0.11057934165000916"
"1064","0.09060879051685333","0.09060879051685333","0.09060879051685333"
"1065","0.10891459882259369","0.10891459882259369","0.10891459882259369"
"1066","0.09304787963628769","0.09304787963628769","0.09304787963628769"
"1073","0.0987573191523552","0.0987573191523552","0.0987573191523552"
"1074","0.12898053228855133","0.12898053228855133","0.12898053228855133"
"1075","0.10783561319112778","0.10783561319112778","0.10783561319112778"
"1076","0.10468698292970657","0.10468698292970657","0.10468698292970657"
"1077","0.09928737580776215","0.09928737580776215","0.09928737580776215"
"1084","0.09758774191141129","0.09758774191141129","0.09758774191141129"
"1085","0.08949514478445053","0.08949514478445053","0.08949514478445053"
"1086","0.1240939348936081","0.1240939348936081","0.1240939348936081"
"1087","0.12038149684667587","0.12038149684667587","0.12038149684667587"
"1088","0.09717781096696854","0.09717781096696854","0.09717781096696854"
"1095","0.1283724159002304","0.1283724159002304","0.1283724159002304"
"1096","0.1539592444896698","0.1539592444896698","0.1539592444896698"
"1097","0.11761168390512466","0.11761168390512466","0.11761168390512466"
"1098","0.09526000171899796","0.09526000171899796","0.09526000171899796"
"1099","0.10349620878696442","0.10349620878696442","0.10349620878696442"
"1106","0.12496177107095718","0.12496177107095718","0.12496177107095718"
"1107","0.09486900269985199","0.09486900269985199","0.09486900269985199"
"1108","0.099416084587574","0.099416084587574","0.099416084587574"
"1109","0.09304021298885345","0.09304021298885345","0.09304021298885345"
"1110","0.11963475495576859","0.11963475495576859","0.11963475495576859"
"1117","0.10027409344911575","0.10027409344911575","0.10027409344911575"
"1118","0.13134488463401794","0.13134488463401794","0.13134488463401794"
"1119","0.11874531209468842","0.11874531209468842","0.11874531209468842"
"1120","0.11556067317724228","0.11556067317724228","0.11556067317724228"
"1121","0.0977652445435524","0.0977652445435524","0.0977652445435524"
"1128","0.12440697103738785","0.12440697103738785","0.12440697103738785"
"1129","0.13342970609664917","0.13342970609664917","0.13342970609664917"
"1130","0.1058877557516098","0.1058877557516098","0.1058877557516098"
"1131","0.07899937033653259","0.07899937033653259","0.07899937033653259"
"1132","0.11668132245540619","0.11668132245540619","0.11668132245540619"
"1139","0.08199727535247803","0.08199727535247803","0.08199727535247803"
"1140","0.10028085857629776","0.10028085857629776","0.10028085857629776"
"1141","0.09964032471179962","0.09964032471179962","0.09964032471179962"
"1142","0.11934022605419159","0.11934022605419159","0.11934022605419159"
"1143","0.107782281935215","0.107782281935215","0.107782281935215"
"1150","0.12433245778083801","0.12433245778083801","0.12433245778083801"
"1151","0.10530481487512589","0.10530481487512589","0.10530481487512589"
"1152","0.09194739162921906","0.09194739162921906","0.09194739162921906"
"1153","0.09606008231639862","0.09606008231639862","0.09606008231639862"
"1154","0.09276674687862396","0.09276674687862396","0.09276674687862396"
"1161","0.09570495039224625","0.09570495039224625","0.09570495039224625"
"1162","0.13457539677619934","0.13457539677619934","0.13457539677619934"
"1163","0.10318588465452194","0.10318588465452194","0.10318588465452194"
"1164","0.11024297028779984","0.11024297028779984","0.11024297028779984"
"1165","0.09385009109973907","0.09385009109973907","0.09385009109973907"
"1172","0.09042011201381683","0.09042011201381683","0.09042011201381683"
"1173","0.09520787745714188","0.09520787745714188","0.09520787745714188"
"1174","0.10922707617282867","0.10922707617282867","0.10922707617282867"
"1175","0.09595953673124313","0.09595953673124313","0.09595953673124313"
"1176","0.091001957654953","0.091001957654953","0.091001957654953"
"1183","0.12254682928323746","0.12254682928323746","0.12254682928323746"
"1184","0.11720901727676392","0.11720901727676392","0.11720901727676392"
"1185","0.10339450091123581","0.10339450091123581","0.10339450091123581"
"1186","0.1075042188167572","0.1075042188167572","0.1075042188167572"
"1187","0.11253179609775543","0.11253179609775543","0.11253179609775543"
"1194","0.11357805877923965","0.11357805877923965","0.11357805877923965"
"1195","0.09999437630176544","0.09999437630176544","0.09999437630176544"
"1196","0.10680242627859116","0.10680242627859116","0.10680242627859116"
"1197","0.10775415599346161","0.10775415599346161","0.10775415599346161"
"1198","0.11665751785039902","0.11665751785039902","0.11665751785039902"
"1205","0.08966270089149475","0.08966270089149475","0.08966270089149475"
"1206","0.08022594451904297","0.08022594451904297","0.08022594451904297"
"1207","0.08795096725225449","0.08795096725225449","0.08795096725225449"
"1208","0.0985683873295784","0.0985683873295784","0.0985683873295784"
"1209","0.09296087175607681","0.09296087175607681","0.09296087175607681"
"1216","0.1154361367225647","0.1154361367225647","0.1154361367225647"
"1217","0.12267996370792389","0.12267996370792389","0.12267996370792389"
"1218","0.10487253218889236","0.10487253218889236","0.10487253218889236"
"1219","0.07751642167568207","0.07751642167568207","0.07751642167568207"
"1220","0.1290491372346878","0.1290491372346878","0.1290491372346878"
"1227","0.08327742666006088","0.08327742666006088","0.08327742666006088"
"1228","0.09561803191900253","0.09561803191900253","0.09561803191900253"
"1229","0.1505061686038971","0.1505061686038971","0.1505061686038971"
"1230","0.11743684858083725","0.11743684858083725","0.11743684858083725"
"1231","0.09493044018745422","0.09493044018745422","0.09493044018745422"
"1238","0.08923231810331345","0.08923231810331345","0.08923231810331345"
"1239","0.08935960382223129","0.08935960382223129","0.08935960382223129"
"1240","0.09164150059223175","0.09164150059223175","0.09164150059223175"
"1241","0.10356785356998444","0.10356785356998444","0.10356785356998444"
"1242","0.08703652769327164","0.08703652769327164","0.08703652769327164"
"1249","0.11842481046915054","0.11842481046915054","0.11842481046915054"
"1250","0.08964366465806961","0.08964366465806961","0.08964366465806961"
"1251","0.09958711266517639","0.09958711266517639","0.09958711266517639"
"1252","0.1005338504910469","0.1005338504910469","0.1005338504910469"
"1253","0.11505858600139618","0.11505858600139618","0.11505858600139618"
"1260","0.0940372422337532","0.0940372422337532","0.0940372422337532"
"1261","0.10831023752689362","0.10831023752689362","0.10831023752689362"
"1262","0.10173646360635757","0.10173646360635757","0.10173646360635757"
"1263","0.11657286435365677","0.11657286435365677","0.11657286435365677"
"1264","0.10649976879358292","0.10649976879358292","0.10649976879358292"
"1271","0.08641833811998367","0.08641833811998367","0.08641833811998367"
"1272","0.11071617901325226","0.11071617901325226","0.11071617901325226"
"1273","0.12182397395372391","0.12182397395372391","0.12182397395372391"
"1274","0.08855990320444107","0.08855990320444107","0.08855990320444107"
"1275","0.10945320129394531","0.10945320129394531","0.10945320129394531"
"1282","0.10509515553712845","0.10509515553712845","0.10509515553712845"
"1283","0.10324637591838837","0.10324637591838837","0.10324637591838837"
"1284","0.10956049710512161","0.10956049710512161","0.10956049710512161"
"1285","0.09090273827314377","0.09090273827314377","0.09090273827314377"
"1286","0.10161549597978592","0.10161549597978592","0.10161549597978592"
"1293","0.07071002572774887","0.07071002572774887","0.07071002572774887"
"1294","0.09110233187675476","0.09110233187675476","0.09110233187675476"
"1295","0.09584108740091324","0.09584108740091324","0.09584108740091324"
"1296","0.10838000476360321","0.10838000476360321","0.10838000476360321"
"1297","0.14140120148658752","0.14140120148658752","0.14140120148658752"
"1304","0.09605124592781067","0.09605124592781067","0.09605124592781067"
"1305","0.08093065023422241","0.08093065023422241","0.08093065023422241"
"1306","0.1012650653719902","0.1012650653719902","0.1012650653719902"
"1307","0.08968355506658554","0.08968355506658554","0.08968355506658554"
"1308","0.11441390216350555","0.11441390216350555","0.11441390216350555"
"1315","0.12023761123418808","0.12023761123418808","0.12023761123418808"
"1316","0.09771053493022919","0.09771053493022919","0.09771053493022919"
"1317","0.11350026726722717","0.11350026726722717","0.11350026726722717"
"1318","0.08577439188957214","0.08577439188957214","0.08577439188957214"
"1319","0.09648799151182175","0.09648799151182175","0.09648799151182175"
"1326","0.07649296522140503","0.07649296522140503","0.07649296522140503"
"1327","0.10146256536245346","0.10146256536245346","0.10146256536245346"
"1328","0.09751664847135544","0.09751664847135544","0.09751664847135544"
"1329","0.11342377215623856","0.11342377215623856","0.11342377215623856"
"1330","0.1085994690656662","0.1085994690656662","0.1085994690656662"
"1337","0.10751333832740784","0.10751333832740784","0.10751333832740784"
"1338","0.0845160260796547","0.0845160260796547","0.0845160260796547"
"1339","0.10334464907646179","0.10334464907646179","0.10334464907646179"
"1340","0.07849904894828796","0.07849904894828796","0.07849904894828796"
"1341","0.09474655985832214","0.09474655985832214","0.09474655985832214"
"1348","0.10327736288309097","0.10327736288309097","0.10327736288309097"
"1349","0.09659526497125626","0.09659526497125626","0.09659526497125626"
"1350","0.12288457900285721","0.12288457900285721","0.12288457900285721"
"1351","0.08723240345716476","0.08723240345716476","0.08723240345716476"
"1352","0.09922049939632416","0.09922049939632416","0.09922049939632416"
"1359","0.08468620479106903","0.08468620479106903","0.08468620479106903"
"1360","0.09840819239616394","0.09840819239616394","0.09840819239616394"
"1361","0.09760518372058868","0.09760518372058868","0.09760518372058868"
"1362","0.08640063554048538","0.08640063554048538","0.08640063554048538"
"1363","0.1374470293521881","0.1374470293521881","0.1374470293521881"
"1370","0.10902366042137146","0.10902366042137146","0.10902366042137146"
"1371","0.08487875014543533","0.08487875014543533","0.08487875014543533"
"1372","0.09268452972173691","0.09268452972173691","0.09268452972173691"
"1373","0.10926897823810577","0.10926897823810577","0.10926897823810577"
"1374","0.13583321869373322","0.13583321869373322","0.13583321869373322"
"1381","0.10109315067529678","0.10109315067529678","0.10109315067529678"
"1382","0.09264426678419113","0.09264426678419113","0.09264426678419113"
"1383","0.10123928636312485","0.10123928636312485","0.10123928636312485"
"1384","0.11068914085626602","0.11068914085626602","0.11068914085626602"
"1385","0.10605766624212265","0.10605766624212265","0.10605766624212265"
"1392","0.08185085654258728","0.08185085654258728","0.08185085654258728"
"1393","0.11779151856899261","0.11779151856899261","0.11779151856899261"
"1394","0.11452344059944153","0.11452344059944153","0.11452344059944153"
"1395","0.103346087038517","0.103346087038517","0.103346087038517"
"1396","0.09510145336389542","0.09510145336389542","0.09510145336389542"
"1403","0.10769061744213104","0.10769061744213104","0.10769061744213104"
"1404","0.11118718236684799","0.11118718236684799","0.11118718236684799"
"1405","0.08896785229444504","0.08896785229444504","0.08896785229444504"
"1406","0.0949479416012764","0.0949479416012764","0.0949479416012764"
"1407","0.11999605596065521","0.11999605596065521","0.11999605596065521"
"1414","0.08068283647298813","0.08068283647298813","0.08068283647298813"
"1415","0.11056319624185562","0.11056319624185562","0.11056319624185562"
"1416","0.0894354060292244","0.0894354060292244","0.0894354060292244"
"1417","0.0979631319642067","0.0979631319642067","0.0979631319642067"
"1418","0.1055281013250351","0.1055281013250351","0.1055281013250351"
"1425","0.10827071964740753","0.10827071964740753","0.10827071964740753"
"1426","0.10508601367473602","0.10508601367473602","0.10508601367473602"
"1427","0.08096225559711456","0.08096225559711456","0.08096225559711456"
"1428","0.09793449938297272","0.09793449938297272","0.09793449938297272"
"1429","0.09864138066768646","0.09864138066768646","0.09864138066768646"
"1436","0.10938549786806107","0.10938549786806107","0.10938549786806107"
"1437","0.1348419487476349","0.1348419487476349","0.1348419487476349"
"1438","0.09279464185237885","0.09279464185237885","0.09279464185237885"
"1439","0.08778656274080276","0.08778656274080276","0.08778656274080276"
"1440","0.10586193203926086","0.10586193203926086","0.10586193203926086"
"1447","0.0945710763335228","0.0945710763335228","0.0945710763335228"
"1448","0.09113283455371857","0.09113283455371857","0.09113283455371857"
"1449","0.09191372990608215","0.09191372990608215","0.09191372990608215"
"1450","0.11245279014110565","0.11245279014110565","0.11245279014110565"
"1451","0.1030864492058754","0.1030864492058754","0.1030864492058754"
"1458","0.1357051581144333","0.1357051581144333","0.1357051581144333"
"1459","0.0793805718421936","0.0793805718421936","0.0793805718421936"
"1460","0.085409015417099","0.085409015417099","0.085409015417099"
"1461","0.11018773913383484","0.11018773913383484","0.11018773913383484"
"1462","0.08668714016675949","0.08668714016675949","0.08668714016675949"
"1469","0.07813189178705215","0.07813189178705215","0.07813189178705215"
