"Step","loss","clear-voice-1 - 4_total_2frame/train_gop_loss__MIN","clear-voice-1 - 4_total_2frame/train_gop_loss__MAX"
"399","0.9633527994155884","0.9633527994155884","0.9633527994155884"
"400","0.943048357963562","0.943048357963562","0.943048357963562"
"406","0.9374024868011475","0.9374024868011475","0.9374024868011475"
"407","0.9406358599662781","0.9406358599662781","0.9406358599662781"
"408","0.8752470016479492","0.8752470016479492","0.8752470016479492"
"409","0.8871795535087585","0.8871795535087585","0.8871795535087585"
"410","0.8932839632034302","0.8932839632034302","0.8932839632034302"
"416","0.8257110118865967","0.8257110118865967","0.8257110118865967"
"417","0.8147810101509094","0.8147810101509094","0.8147810101509094"
"418","0.8098409175872803","0.8098409175872803","0.8098409175872803"
"419","0.8086923360824585","0.8086923360824585","0.8086923360824585"
"420","0.8006505966186523","0.8006505966186523","0.8006505966186523"
"426","0.7574981451034546","0.7574981451034546","0.7574981451034546"
"427","0.8918460607528687","0.8918460607528687","0.8918460607528687"
"428","0.7056887149810791","0.7056887149810791","0.7056887149810791"
"429","0.7687543630599976","0.7687543630599976","0.7687543630599976"
"430","0.7051494121551514","0.7051494121551514","0.7051494121551514"
"436","0.7040932178497314","0.7040932178497314","0.7040932178497314"
"437","0.6873111128807068","0.6873111128807068","0.6873111128807068"
"438","0.6799009442329407","0.6799009442329407","0.6799009442329407"
"439","0.6885677576065063","0.6885677576065063","0.6885677576065063"
"440","0.660660982131958","0.660660982131958","0.660660982131958"
"446","0.6408867835998535","0.6408867835998535","0.6408867835998535"
"447","0.6325005292892456","0.6325005292892456","0.6325005292892456"
"448","0.6335622072219849","0.6335622072219849","0.6335622072219849"
"449","0.651310920715332","0.651310920715332","0.651310920715332"
"450","0.5966567993164062","0.5966567993164062","0.5966567993164062"
"456","0.5959250926971436","0.5959250926971436","0.5959250926971436"
"457","0.6136060953140259","0.6136060953140259","0.6136060953140259"
"458","0.6007757186889648","0.6007757186889648","0.6007757186889648"
"459","0.5678367614746094","0.5678367614746094","0.5678367614746094"
"460","0.5702674984931946","0.5702674984931946","0.5702674984931946"
"466","0.5688494443893433","0.5688494443893433","0.5688494443893433"
"467","0.5196985602378845","0.5196985602378845","0.5196985602378845"
"468","0.5203248262405396","0.5203248262405396","0.5203248262405396"
"469","0.5560901165008545","0.5560901165008545","0.5560901165008545"
"470","0.4827954173088074","0.4827954173088074","0.4827954173088074"
"476","0.509848952293396","0.509848952293396","0.509848952293396"
"477","0.5027753114700317","0.5027753114700317","0.5027753114700317"
"478","0.5088824033737183","0.5088824033737183","0.5088824033737183"
"479","0.46372318267822266","0.46372318267822266","0.46372318267822266"
"480","0.5076897740364075","0.5076897740364075","0.5076897740364075"
"486","0.46860671043395996","0.46860671043395996","0.46860671043395996"
"487","0.4615772068500519","0.4615772068500519","0.4615772068500519"
"488","0.46960827708244324","0.46960827708244324","0.46960827708244324"
"489","0.4890736937522888","0.4890736937522888","0.4890736937522888"
"490","0.4239732623100281","0.4239732623100281","0.4239732623100281"
